Rank,Team,Seed,Conf,Wins,Losses,AdjEM,AdjO,AdjO Rank,AdjD,AdjD Rank,AdjT,AdjT Rank,Luck,Luck Rank,OppAdjEM,OppAdjEM Rank,OppO,OppO Rank,OppD,OppD Rank,NCSOS AdjEM,NCSOS AdjEM Rank
197,The Citadel,,SC,16,16,-1.96,100.3,206,102.3,165,59.4,338,-.020,233,-2.33,208,102.1,186,104.4,236,2.94,85
198,UTSA,,Slnd,19,11,-2.10,103.9,153,106.0,240,62.9,290,.020,112,-5.66,269,99.6,265,105.3,273,-4.29,271
199,Manhattan,,MAAC,11,20,-2.38,99.3,227,101.7,154,66.1,164,-.110,343,-1.18,184,101.0,224,102.2,143,-3.90,264
200,Bowling Green,,MAC,14,16,-2.90,101.3,191,104.2,206,63.1,282,.052,52,0.77,154,102.9,167,102.2,140,-0.33,154
201,Canisius,,MAAC,15,17,-2.93,100.1,208,103.1,178,65.6,193,-.002,176,-2.12,204,100.1,256,102.2,145,-3.67,259
202,Arkansas St.,,SB,17,14,-2.95,99.1,229,102.0,157,66.5,144,.002,166,-5.00,257,100.8,230,105.8,299,-1.60,201
203,Southeastern Louisiana,,Slnd,19,12,-3.09,100.9,198,104.0,204,66.5,140,-.006,186,-6.53,285,99.2,278,105.7,295,-3.88,263
204,San Francisco,,WCC,12,18,-3.14,100.5,204,103.6,192,66.1,166,.007,154,3.35,105,106.0,66,102.7,163,5.11,54
205,Mercer,,ASun,16,17,-3.33,107.8,91,111.2,317,68.1,70,-.014,210,-2.54,215,100.2,254,102.7,164,10.38,6
206,Florida Atlantic,,SB,14,16,-3.36,103.8,154,107.2,260,67.7,84,-.038,272,-2.84,226,101.5,207,104.4,233,5.41,51
207,Austin Peay,,OVC,17,15,-3.52,103.7,157,107.2,261,66.0,173,.082,19,-1.53,191,102.5,176,104.0,212,9.04,11
208,San Diego,,WCC,11,21,-3.68,98.4,239,102.1,160,62.0,311,-.045,287,2.72,114,105.1,87,102.3,151,3.46,76
209,Georgia St.,,CAA,12,20,-3.71,99.8,218,103.5,186,61.6,317,-.057,305,-0.88,179,101.7,196,102.6,159,-6.38,309
210,Cal St. Fullerton,,BW,16,15,-3.79,102.5,177,106.2,244,67.9,77,.040,79,-2.55,216,101.4,210,104.0,211,0.78,132
211,Eastern Illinois,,OVC,19,12,-3.90,100.0,214,103.9,201,63.3,280,.089,15,-5.26,263,100.3,247,105.6,290,-4.34,275
212,UNC Wilmington,,CAA,9,22,-4.02,98.6,237,102.6,170,67.8,79,-.060,308,2.65,118,104.4,119,101.7,119,4.35,62
213,Maine,,AE,19,11,-4.07,94.2,292,98.3,90,64.5,236,.122,4,-6.05,277,99.2,280,105.2,271,-1.76,209
214,Loyola MD,,MAAC,13,17,-4.12,99.5,223,103.6,189,65.2,213,-.033,259,-2.77,223,99.5,273,102.2,146,-7.06,314
215,James Madison,,CAA,13,20,-4.25,101.1,193,105.4,228,66.8,126,.001,171,-1.14,183,101.9,192,103.0,175,-8.22,334
216,Loyola Chicago,,Horz,14,16,-4.29,101.8,186,106.1,241,62.9,289,.060,44,1.26,142,104.0,133,102.7,165,-2.32,225
217,Louisiana Lafayette,,SB,13,17,-4.31,99.4,225,103.7,198,65.8,181,-.065,314,-4.79,253,101.0,225,105.8,297,-0.02,147
218,Radford,,BSth,19,12,-5.01,95.5,284,100.5,123,67.9,75,.066,40,-8.90,315,97.7,309,106.6,326,5.83,47
219,South Dakota St.,,Sum,14,16,-5.15,105.5,137,110.6,309,66.9,124,-.048,295,-4.98,256,100.3,251,105.2,268,2.69,89
220,Evansville,,MVC,9,21,-5.31,97.8,253,103.1,177,65.4,200,-.057,303,2.54,122,104.8,99,102.3,150,-8.66,338
221,Northern Arizona,,BSky,14,14,-5.42,99.1,228,104.5,214,66.2,163,.087,17,-0.57,172,103.5,148,104.0,216,2.70,88
222,Ball St.,,MAC,15,15,-5.45,94.6,291,100.1,117,62.0,309,.052,53,-2.85,227,100.8,232,103.6,194,-4.22,269
223,Cal St. Northridge,,BW,11,21,-5.57,97.8,251,103.4,182,70.7,18,-.017,224,-1.54,192,102.3,180,103.8,205,0.97,130
224,Tulane,,CUSA,8,22,-5.58,95.1,287,100.7,126,65.4,201,-.070,322,1.61,140,103.5,145,101.9,132,-2.88,242
225,Winthrop,16,BSth,19,14,-5.63,90.7,320,96.3,65,64.0,259,.049,59,-7.35,297,98.6,290,106.0,309,6.90,33
226,UC Davis,,BW,14,18,-5.77,101.0,197,106.7,251,66.4,148,-.004,180,-2.74,220,100.3,248,103.0,176,-1.89,212
227,Youngstown St.,,Horz,8,22,-6.20,99.4,224,105.6,232,67.1,114,-.078,330,1.68,138,103.5,146,101.9,128,-1.88,211
228,Hampton,,MEAC,14,18,-6.21,94.1,293,100.4,121,66.7,130,-.110,344,-9.65,322,97.3,312,106.9,334,-3.02,249
229,Texas St.,,Slnd,15,16,-6.32,98.5,238,104.8,218,74.9,3,.027,97,-3.53,236,100.8,231,104.3,231,1.54,114
230,UC Riverside,,BW,12,17,-6.38,98.2,242,104.5,213,60.9,328,-.039,276,-2.46,213,101.1,221,103.6,192,-0.71,163
231,Arkansas Pine Bluff,16,SWAC,18,16,-6.44,93.1,303,99.5,107,65.1,215,.053,50,-7.62,300,96.4,324,104.0,213,17.98,1
232,East Carolina,,CUSA,10,21,-6.53,101.9,184,108.4,280,66.9,123,-.016,223,5.04,79,104.6,112,99.6,58,6.66,37
233,Hawaii,,WAC,10,20,-6.78,101.3,192,108.0,275,64.0,260,-.053,301,0.03,160,104.7,109,104.7,248,-7.14,318
234,Furman,,SC,13,17,-6.86,98.0,248,104.8,220,67.5,90,-.046,291,-5.36,266,99.5,270,104.9,253,-7.87,328
235,Holy Cross,,Pat,9,22,-7.21,102.2,181,109.4,294,65.0,219,-.143,347,-5.09,258,100.5,243,105.6,287,0.12,144
236,IPFW,,Sum,16,15,-7.33,96.9,263,104.2,205,65.8,183,.040,78,-6.15,279,100.3,249,106.5,322,-2.34,226
237,Northern Illinois,,MAC,10,20,-7.38,99.0,231,106.4,247,69.2,40,-.042,280,-1.78,197,100.9,229,102.6,161,-1.91,213
238,Santa Clara,,WCC,11,21,-7.41,96.2,275,103.6,191,65.9,180,.015,124,0.63,157,103.4,152,102.8,169,-0.94,174
239,Wyoming,,MWC,10,21,-7.50,97.4,255,104.9,222,70.1,26,.004,157,2.66,116,104.2,124,101.6,113,-4.43,278
240,Lafayette,,Pat,19,13,-7.69,104.1,150,111.8,328,66.6,133,.073,30,-10.55,330,96.9,320,107.4,342,-11.24,345
241,UT Arlington,,Slnd,16,14,-7.73,95.9,282,103.6,193,70.9,16,.011,135,-7.88,309,99.0,282,106.9,333,-13.85,347
242,North Dakota St.,,Sum,11,18,-7.74,96.6,269,104.3,207,67.3,103,-.051,299,-4.63,251,100.5,244,105.1,260,1.53,115
243,Cal Poly,,BW,12,19,-7.76,103.2,167,111.0,315,66.4,145,.048,63,-2.41,211,102.0,188,104.4,238,-1.00,180
244,Towson,,CAA,10,21,-7.91,102.5,175,110.5,304,67.8,78,.010,140,-0.11,163,101.7,198,101.8,123,-2.93,244
245,Illinois Chicago,,Horz,8,22,-7.94,96.6,268,104.5,215,67.3,104,-.029,250,2.66,117,104.2,125,101.6,114,1.52,116
246,Bucknell,,Pat,14,17,-7.96,98.0,249,105.9,239,63.8,265,-.018,230,-7.86,308,99.4,274,107.3,341,-4.96,284
247,South Dakota,,GWC,22,10,-8.11,98.6,235,106.8,252,72.9,6,.109,10,-12.57,342,95.3,336,107.9,344,0.00,146
248,Chattanooga,,SC,15,18,-8.19,96.9,261,105.1,225,68.9,49,.033,89,-3.67,238,101.7,202,105.3,276,-2.66,231
249,Rice,,CUSA,8,23,-8.48,95.9,281,104.4,210,65.7,184,-.081,334,0.15,158,103.0,166,102.8,170,-5.99,304
250,Samford,,SC,11,20,-8.50,100.5,203,109.0,288,56.2,347,-.077,328,-0.73,177,102.4,179,103.1,178,6.84,35
251,South Alabama,,SB,17,15,-8.52,96.2,276,104.7,217,64.7,226,.117,6,-4.19,244,101.1,223,105.2,270,-2.15,222
252,UC Irvine,,BW,14,18,-8.52,101.1,195,109.6,297,63.4,275,.016,123,-4.43,249,101.4,209,105.9,304,-5.84,301
253,UNC Greensboro,,SC,8,23,-8.61,96.2,277,104.8,219,66.6,132,-.030,252,1.18,144,103.1,164,101.9,129,9.81,8
254,Air Force,,MWC,10,21,-8.64,96.8,265,105.5,229,57.3,346,-.046,292,2.52,124,103.7,143,101.1,102,-7.67,324
255,South Carolina St.,,MEAC,18,14,-8.88,97.4,256,106.2,243,68.0,72,.029,93,-9.71,324,96.9,319,106.6,325,-1.77,210
256,Tennessee Tech,,OVC,15,17,-9.08,104.7,146,113.8,340,66.6,137,.098,12,-2.48,214,101.9,191,104.4,234,3.21,81
257,Delaware,,CAA,7,24,-9.30,99.5,222,108.8,287,63.9,264,.035,84,2.99,112,103.9,138,100.9,97,1.77,111
258,Tennessee St.,,OVC,9,23,-9.44,97.8,252,107.2,263,67.1,108,-.009,196,-0.91,180,102.7,171,103.6,190,4.70,55
259,Army,,Pat,14,15,-9.68,89.3,330,99.0,99,62.8,291,-.018,231,-9.01,316,98.9,286,107.9,343,-9.28,343
260,New Hampshire,,AE,13,17,-9.76,91.5,316,101.3,143,64.5,239,.004,160,-5.94,276,98.7,289,104.6,247,-3.25,253
261,Elon,,SC,9,23,-10.06,96.2,274,106.3,245,66.9,122,-.022,237,-1.23,185,102.3,181,103.5,188,2.18,101
262,Delaware St.,,MEAC,17,12,-10.20,96.9,264,107.1,258,58.2,345,.080,22,-10.30,328,96.2,327,106.5,323,0.91,131
263,Yale,,Ivy,12,19,-10.34,96.1,279,106.5,248,66.4,149,-.036,267,-5.55,268,99.5,268,105.1,258,-4.76,282
264,Jacksonville St.,,OVC,11,19,-10.35,97.5,254,107.9,273,66.7,129,-.060,307,-5.52,267,100.6,236,106.1,313,-7.09,316
265,Eastern Washington,,BSky,9,21,-10.36,96.4,270,106.8,253,67.9,74,-.010,199,-0.21,165,104.0,132,104.2,225,2.98,83
266,North Florida,,ASun,13,18,-10.47,91.8,313,102.3,166,62.9,288,.095,14,-1.87,200,101.6,206,103.5,187,8.44,18
267,Texas Southern,,SWAC,17,16,-10.52,93.4,300,103.9,200,66.4,147,-.007,189,-11.25,333,94.4,342,105.6,288,8.28,19
268,Kennesaw St.,,ASun,13,20,-10.59,98.1,245,108.7,284,64.2,248,.012,128,-4.29,246,99.8,263,104.1,217,-1.64,205
269,Western Illinois,,Sum,13,17,-10.65,91.4,317,102.0,159,60.7,330,-.017,225,-6.89,291,98.9,284,105.8,298,-7.20,320
270,LIU Brooklyn,,NEC,14,17,-10.97,99.8,217,110.8,311,67.1,111,.009,143,-9.49,321,95.7,333,105.2,265,-1.06,182
271,Norfolk St.,,MEAC,11,19,-11.06,96.2,278,107.2,262,71.2,13,-.026,245,-7.61,299,97.0,315,104.6,243,1.41,120
272,Binghamton,,AE,13,18,-11.07,98.1,244,109.2,290,62.5,300,.045,69,-3.36,231,100.9,227,104.3,229,2.22,100
273,Nicholls St.,,Slnd,11,19,-11.17,99.6,221,110.7,310,61.4,318,.013,127,-1.95,201,102.2,184,104.1,222,6.71,36
274,Jackson St.,,SWAC,19,13,-11.38,93.5,299,104.9,223,64.1,253,.143,2,-11.44,336,94.5,341,105.9,306,5.70,48
275,Sacred Heart,,NEC,14,15,-11.41,99.1,230,110.5,305,69.1,44,.011,133,-11.26,334,95.9,330,107.1,338,-5.57,296
276,UNC Asheville,,BSth,15,16,-11.43,97.2,258,108.7,285,70.8,17,.068,37,-7.14,292,98.1,303,105.2,269,8.72,14
277,USC Upstate,,ASun,6,23,-11.63,92.0,312,103.6,188,65.1,218,-.066,316,-1.83,199,100.9,226,102.8,168,8.14,22
278,Idaho St.,,BSky,7,22,-11.85,103.8,156,115.6,345,62.5,299,-.009,194,2.33,127,104.8,103,102.5,155,10.32,7
279,McNeese St.,,Slnd,10,20,-11.86,99.0,232,110.9,313,65.4,202,-.022,238,-4.06,242,100.4,246,104.4,235,1.61,112
280,Louisiana Monroe,,SB,12,19,-11.87,98.4,240,110.3,301,66.1,168,.049,62,-4.61,250,100.6,237,105.2,266,-0.88,169
281,Arkansas Little Rock,,SB,8,22,-11.99,99.6,220,111.6,324,65.5,196,-.022,239,-1.79,198,102.4,178,104.2,224,8.46,17
282,Liberty,,BSth,15,16,-12.03,96.3,273,108.4,278,65.7,186,.049,61,-7.23,295,98.3,297,105.6,285,5.12,53
283,Lamar,,Slnd,14,18,-12.07,96.4,271,108.5,282,67.7,83,.053,51,-4.68,252,100.1,257,104.7,250,-3.54,257
284,Brown,,Ivy,11,20,-12.16,100.0,215,112.1,334,66.1,169,.004,161,-3.71,239,99.6,266,103.3,186,-1.20,190
285,Cal St. Bakersfield,,ind,7,22,-12.17,96.1,280,108.2,276,67.0,120,-.015,216,-1.66,196,102.7,172,104.3,230,-1.20,191
286,Pepperdine,,WCC,7,24,-12.20,98.0,247,110.2,300,65.5,197,-.001,174,0.77,153,104.3,121,103.5,189,-1.46,198
287,High Point,,BSth,15,15,-12.43,97.1,260,109.6,295,67.4,97,.050,57,-10.00,325,96.6,323,106.6,327,-3.63,258
288,Sacramento St.,,BSky,9,21,-12.53,93.3,302,105.8,235,66.5,143,-.003,178,-1.64,195,102.8,169,104.4,237,-0.96,176
289,Alabama St.,,SWAC,16,15,-12.63,93.5,298,106.2,242,65.2,212,.022,110,-11.86,339,93.3,345,105.2,264,8.16,21
290,Colgate,,Pat,10,19,-12.67,97.8,250,110.5,306,65.6,191,-.031,255,-8.15,310,97.8,307,106.0,310,-7.17,319
291,Navy,,Pat,13,17,-12.70,96.3,272,109.0,289,70.7,20,.077,25,-8.50,311,98.3,299,106.8,332,-7.71,326
292,Bethune Cookman,,MEAC,17,16,-12.98,93.9,295,106.9,256,58.9,341,.043,72,-10.52,329,96.1,329,106.6,328,-2.25,224
293,Charleston Southern,,BSth,13,17,-13.06,94.7,290,107.8,271,62.6,297,.006,156,-7.86,307,98.1,304,106.0,308,7.65,24
294,American,,Pat,11,20,-13.09,94.1,294,107.2,259,62.4,303,.016,120,-7.81,305,99.2,279,107.0,336,-6.12,307
295,Albany,,AE,7,25,-13.16,97.2,259,110.3,302,63.6,271,-.073,324,-4.25,245,99.6,267,103.8,208,-0.45,159
296,Monmouth,,NEC,12,19,-13.46,92.5,307,105.9,238,65.6,189,-.031,256,-9.33,319,96.8,321,106.1,314,-3.94,266
297,Columbia,,Ivy,11,17,-13.50,92.2,309,105.7,234,63.9,263,.039,80,-7.33,296,98.5,293,105.9,303,-8.55,337
298,Longwood,,ind,12,19,-13.56,98.0,246,111.6,325,72.4,7,.011,134,-5.26,262,98.5,294,103.8,207,-2.17,223
299,UMKC,,Sum,12,18,-13.67,98.2,241,111.9,330,64.9,223,.042,74,-6.20,280,99.4,275,105.6,293,-5.30,291
300,Georgia Southern,,SC,9,23,-13.77,98.1,243,111.9,331,70.5,21,.080,21,0.01,161,103.3,157,103.3,182,3.89,68
301,Florida Gulf Coast,,ASun,8,21,-13.84,94.8,289,108.6,283,66.6,134,.008,148,-5.31,264,99.3,277,104.6,242,-5.34,294
302,North Carolina A&T,,MEAC,11,22,-13.86,93.8,296,107.6,268,67.7,82,-.043,281,-6.30,282,98.3,298,104.6,245,6.22,43
303,Northwestern St.,,Slnd,10,19,-13.96,96.9,262,110.9,312,74.1,4,-.007,187,-5.34,265,100.0,258,105.4,279,-0.98,178
304,Central Arkansas,,Slnd,9,21,-14.29,92.0,311,106.3,246,64.1,255,-.091,339,-6.64,287,99.8,262,106.4,321,-5.22,287
305,Fordham,,A10,2,26,-14.41,93.3,301,107.7,270,70.5,22,-.046,289,4.55,83,104.7,107,100.2,82,-1.64,204
306,FIU,,SB,7,25,-14.45,98.7,234,113.1,337,67.1,113,-.018,229,-2.44,212,101.7,200,104.1,221,1.29,121
307,Savannah St.,,ind,11,15,-14.47,89.8,325,104.3,208,61.2,321,.021,111,-6.15,278,97.9,306,104.0,214,-2.82,238
308,Penn,,Ivy,6,22,-14.61,97.3,257,111.9,332,64.0,258,-.042,279,-3.49,234,100.8,234,104.3,227,-1.18,187
309,Central Connecticut,,NEC,12,18,-15.50,92.3,308,107.8,272,63.4,276,-.007,190,-11.39,335,95.6,334,107.0,335,-7.87,329
310,Prairie View A&M,,SWAC,16,14,-15.63,85.6,341,101.2,140,66.3,155,.047,66,-13.14,345,93.4,343,106.6,324,9.39,9
311,St. Francis NY,,NEC,11,18,-15.76,89.8,328,105.5,230,63.7,267,.046,67,-10.78,332,96.3,326,107.1,337,-4.71,281
312,Hartford,,AE,8,22,-15.81,95.6,283,111.4,322,62.8,292,-.038,274,-6.31,283,99.0,281,105.3,277,-5.33,293
313,Southeast Missouri St.,,OVC,7,23,-16.14,90.7,321,106.8,255,66.6,139,-.044,285,-3.40,233,101.7,201,105.1,257,-0.33,155
314,St. Francis PA,,NEC,11,19,-16.39,95.5,286,111.9,329,63.8,266,.028,95,-8.66,313,97.2,314,105.8,300,-0.83,166
315,New Orleans,,SB,8,22,-16.68,89.0,334,105.7,233,63.7,268,.001,168,-5.16,259,100.1,255,105.3,274,-5.60,297
316,Fairleigh Dickinson,,NEC,11,21,-17.42,92.2,310,109.6,296,67.0,117,.054,49,-8.75,314,97.4,310,106.2,315,-1.97,218
317,VMI,,BSth,10,19,-18.10,102.4,178,120.5,347,83.4,1,.003,163,-7.36,298,96.9,318,104.3,228,8.16,20
318,Centenary,,Sum,8,21,-18.48,95.0,288,113.5,338,69.7,30,.009,144,-4.29,247,100.8,233,105.1,256,1.99,104
319,Maryland Eastern Shore,,MEAC,11,21,-18.54,91.6,315,110.1,299,65.1,216,.056,46,-9.17,317,96.9,317,106.1,312,-1.34,196
320,Texas Pan American,,GWC,6,27,-18.56,89.5,329,108.0,274,66.3,153,-.081,332,-6.64,286,98.5,296,105.1,262,3.65,72
321,Houston Baptist,,GWC,12,21,-19.24,93.8,297,113.0,336,72.2,8,.050,58,-12.38,341,94.9,339,107.2,340,-5.03,285
322,UMBC,,AE,4,26,-19.27,95.5,285,114.7,344,66.2,162,-.071,323,-5.75,271,98.9,285,104.7,249,-5.15,286
323,Coppin St.,,MEAC,8,22,-19.43,89.3,331,108.7,286,65.0,220,-.088,338,-8.58,312,97.2,313,105.8,296,1.93,106
324,Southern Utah,,Sum,7,22,-19.47,89.8,327,109.3,291,66.2,157,-.003,177,-3.85,240,101.6,204,105.5,283,2.25,98
325,Toledo,,MAC,4,28,-19.54,88.8,335,108.3,277,60.6,331,.008,151,0.81,152,103.3,158,102.5,157,2.54,93
326,Utah Valley,,GWC,12,18,-19.59,89.8,326,109.4,293,61.1,325,-.027,246,-12.71,344,95.2,337,108.0,345,-2.87,240
327,Alabama A&M,,SWAC,11,16,-19.70,87.5,338,107.2,264,70.2,25,-.016,219,-14.66,347,91.7,347,106.4,319,8.50,15
328,Mississippi Valley St.,,SWAC,9,23,-20.40,91.6,314,112.0,333,67.2,106,-.005,183,-9.29,318,94.7,340,104.0,215,6.36,40
329,Presbyterian,,BSth,5,26,-20.64,90.9,318,111.6,323,62.0,310,-.049,296,-3.64,237,100.0,259,103.6,191,12.77,3
330,Winston Salem St.,,ind,12,17,-20.66,86.9,339,107.6,267,66.4,146,.074,28,-7.22,294,98.1,301,105.4,278,-7.22,321
331,Gardner Webb,,BSth,8,21,-20.81,90.1,324,111.0,314,69.7,29,-.004,181,-6.88,290,98.8,288,105.6,292,9.36,10
332,Stetson,,ASun,7,22,-20.85,90.5,322,111.3,320,66.0,176,.044,70,-2.62,218,100.6,240,103.2,180,5.94,46
333,Florida A&M,,MEAC,9,22,-20.95,92.8,305,113.7,339,67.0,121,.054,48,-7.74,303,97.3,311,105.0,255,1.93,107
334,Tennessee Martin,,OVC,4,25,-21.20,90.2,323,111.4,321,69.8,27,-.015,217,-2.30,207,101.6,203,103.9,209,3.87,69
335,Wagner,,NEC,5,26,-22.00,89.1,332,111.1,316,65.7,185,-.014,211,-9.69,323,96.2,328,105.9,302,-7.14,317
336,Marist,,MAAC,1,29,-22.01,90.8,319,112.8,335,62.6,298,-.014,214,-0.73,176,101.1,222,101.9,126,-3.40,255
337,Howard,,MEAC,7,25,-22.04,88.4,336,110.4,303,64.3,244,.011,138,-6.85,289,98.1,302,105.0,254,0.75,133
338,NJIT,,GWC,10,21,-22.16,84.7,343,106.8,254,66.6,131,-.059,306,-11.71,337,96.3,325,108.0,347,-1.00,179
339,North Carolina Central,,ind,7,22,-22.46,85.9,340,108.4,279,66.6,138,-.014,212,-3.51,235,100.2,253,103.7,198,-0.95,175
340,SIU Edwardsville,,ind,5,23,-23.22,88.1,337,111.3,319,66.5,142,.007,153,-2.77,222,101.3,213,104.1,220,-2.77,235
341,Dartmouth,,Ivy,5,23,-24.24,82.4,345,106.7,250,63.4,274,.022,107,-5.69,270,99.5,271,105.2,267,-6.77,312
342,Chicago St.,,GWC,9,23,-24.62,85.3,342,109.9,298,67.1,112,.001,170,-10.16,327,97.0,316,107.1,339,-0.10,150
343,North Dakota,,GWC,8,23,-24.81,92.8,306,117.6,346,64.3,245,-.005,184,-10.60,331,95.8,331,106.4,320,-1.12,184
344,Grambling St.,,SWAC,7,21,-24.99,89.0,333,114.0,342,67.4,100,-.001,172,-13.35,346,92.9,346,106.3,317,3.84,70
345,Southern,,SWAC,5,25,-26.71,83.9,344,110.6,308,68.5,64,-.025,243,-12.58,343,93.3,344,105.9,305,2.34,97
346,Bryant,,NEC,1,29,-32.20,79.5,347,111.7,327,62.1,308,-.029,248,-7.63,301,98.6,292,106.2,316,1.46,119
347,Alcorn St.,,SWAC,2,29,-32.65,81.3,346,113.9,341,72.1,9,-.030,254,-9.37,320,95.5,335,104.8,252,5.19,52
